transaction_id,customer_id,timestamp,amount,payment_method,refund_requested,refund_amount,refund_delay_hours,previous_orders,previous_refunds,historical_refund_rate,high_value_transaction,rapid_refund,refund_amount_ratio,refund_frequency_signal,abuse_label,historical_orders,historical_refunds_v2,hours_since_previous_order,hours_since_previous_refund,customer_avg_order_amount,amount_vs_customer_avg,customer_avg_refund_amount,refund_vs_customer_avg,orders_last_24H,orders_last_7D,orders_last_30D,refunds_last_24H,refunds_last_7D,refunds_last_30D,refund_rate_7D,refund_rate_30D,refund_acceleration
TXN_0011065,CUST_00002,2026-05-11 09:58:00,4527.28,upi,1,3269.62,4.54,7,1,0.1428571428571428,0,1,0.7222040607163683,0.1428571428571428,0,7,1.0,352.8,845.4,8457.258571428572,0.5353129458870579,107.63857142857144,30.37591410407846,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0
TXN_0021312,CUST_00002,2026-05-26 11:13:00,44111.93,upi,1,42610.3,27.01,8,2,0.25,1,0,0.9659586420272248,0.5,0,8,2.0,361.25,361.25,7966.0112500000005,5.537517913999933,502.88625,84.7314874884728,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.5
TXN_0000458,CUST_00003,2026-06-07 12:07:00,1688.81,card,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0025774,CUST_00004,2026-03-08 09:25:00,31658.14,upi,0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0015988,CUST_00004,2026-03-08 20:21:00,1376.76,card,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,10.933333333333334,0.0,31658.14,0.04348834138708086,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0006465,CUST_00004,2026-03-20 23:43:00,3010.15,card,1,2448.53,117.72,2,0,0.0,0,0,0.8134245801704234,0.0,1,2,0.0,291.3666666666667,0.0,16517.45,0.1822406000926293,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0029916,CUST_00004,2026-04-02 22:26:00,5237.62,card,0,0.0,0.0,3,1,0.3333333333333333,0,0,0.0,0.3333333333333333,0,3,1.0,310.71666666666664,310.71666666666664,12015.016666666668,0.43592282435452295,816.1766666666667,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,3.0
TXN_0022753,CUST_00005,2026-03-23 09:14:00,1107.56,card,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0046882,CUST_00006,2026-02-26 15:23:00,29972.1,wallet,0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0017282,CUST_00006,2026-02-28 02:31:00,313.45,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,35.13333333333333,0.0,29972.1,0.010458059328508847,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0007449,CUST_00006,2026-05-15 17:17:00,909.42,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,1838.7666666666667,0.0,15142.775,0.06005636351329264,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0038966,CUST_00006,2026-06-28 00:08:00,1077.95,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,1038.85,0.0,10398.323333333332,0.1036657512413059,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0005442,CUST_00007,2026-02-09 11:51:00,311.03,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0021377,CUST_00007,2026-04-02 08:32:00,443.03,netbanking,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,1244.6833333333334,0.0,311.03,1.4243963604796965,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0010309,CUST_00007,2026-04-27 09:55:00,1560.98,netbanking,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,601.3833333333333,0.0,377.03,4.140201045009682,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0044950,CUST_00007,2026-06-10 13:01:00,3068.52,wallet,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,1059.1,0.0,771.68,3.976415094339623,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0007589,CUST_00008,2026-01-06 21:54:00,7539.52,card,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0044136,CUST_00008,2026-01-09 12:04:00,755.66,upi,1,673.5,45.83,1,0,0.0,0,0,0.8912738533202763,0.0,0,1,0.0,62.166666666666664,0.0,7539.52,0.10022653962055939,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0031796,CUST_00008,2026-02-05 19:54:00,2133.99,upi,0,0.0,0.0,2,1,0.5,0,0,0.0,0.5,0,2,1.0,655.8333333333334,655.8333333333334,4147.59,0.5145132474521348,336.75,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0
TXN_0027898,CUST_00008,2026-02-09 23:58:00,2140.73,wallet,0,0.0,0.0,3,1,0.3333333333333333,0,0,0.0,0.3333333333333333,0,3,1.0,100.06666666666666,755.9,3476.39,0.6157910936344887,224.5,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0
TXN_0041594,CUST_00008,2026-03-14 09:35:00,5028.69,upi,0,0.0,0.0,4,1,0.25,0,0,0.0,0.25,0,4,1.0,777.6166666666667,1533.5166666666667,3142.475,1.600232300972959,168.375,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0030485,CUST_00008,2026-06-10 10:11:00,3532.25,upi,0,0.0,0.0,5,1,0.2,0,0,0.0,0.2,0,5,1.0,2112.6,3646.116666666667,3519.718,1.0035605125183324,134.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0046039,CUST_00009,2026-05-11 17:30:00,4068.06,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0005351,CUST_00010,2026-02-26 13:12:00,5185.34,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0018101,CUST_00010,2026-06-21 14:13:00,4461.58,card,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,2761.016666666667,0.0,5185.34,0.8604218816895324,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0018930,CUST_00010,2026-06-24 05:19:00,472.56,card,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,63.1,0.0,4823.46,0.09797116592653407,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0007316,CUST_00011,2026-03-10 21:13:00,3892.02,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0031449,CUST_00011,2026-05-02 07:25:00,1015.06,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,1258.2,0.0,3892.02,0.2608054429319479,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0034656,CUST_00011,2026-06-10 03:19:00,1816.34,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,931.9,0.0,2453.54,0.7402936165703432,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0015093,CUST_00012,2026-01-14 17:32:00,27595.76,card,0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0045292,CUST_00012,2026-01-17 09:55:00,482.76,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,64.38333333333334,0.0,27595.76,0.017493991830629056,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0006993,CUST_00012,2026-02-19 13:58:00,1090.03,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,796.05,0.0,14039.259999999998,0.07764155660625988,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0035790,CUST_00013,2026-02-23 04:36:00,3204.44,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0016546,CUST_00013,2026-05-12 18:22:00,2187.43,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,1885.7666666666667,0.0,3204.44,0.6826247331827089,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0004418,CUST_00013,2026-05-19 04:00:00,18452.48,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,1,2,0.0,153.63333333333333,0.0,2695.935,6.844556712235272,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0037406,CUST_00013,2026-06-16 23:28:00,489.6,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,691.4666666666667,0.0,7948.116666666666,0.06159949841367034,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0044240,CUST_00014,2026-01-08 07:14:00,4345.83,card,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0001642,CUST_00014,2026-03-12 05:33:00,23029.82,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,1510.3166666666666,0.0,4345.83,5.299291504729822,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0024087,CUST_00014,2026-04-01 06:39:00,1449.85,netbanking,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,481.1,0.0,13687.825,0.1059225990981036,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0037275,CUST_00014,2026-04-14 11:02:00,3887.64,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,316.3833333333333,0.0,9608.5,0.4046042566477598,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0006377,CUST_00014,2026-05-31 00:50:00,1968.51,upi,0,0.0,0.0,4,0,0.0,0,0,0.0,0.0,0,4,0.0,1117.8,0.0,8178.285,0.24069960878105862,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0018963,CUST_00015,2026-02-06 10:27:00,2750.26,card,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0009882,CUST_00015,2026-04-06 17:52:00,1201.7,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,1423.4166666666667,0.0,2750.26,0.43694050744293267,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0007790,CUST_00015,2026-05-18 13:16:00,3122.09,card,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,1003.4,0.0,1975.98,1.5800210528446645,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0016248,CUST_00015,2026-06-09 04:19:00,9829.41,card,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,519.05,0.0,2358.016666666667,4.168507432093355,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0025401,CUST_00015,2026-06-13 02:46:00,4520.74,upi,0,0.0,0.0,4,0,0.0,0,0,0.0,0.0,0,4,0.0,94.45,0.0,4225.865,1.0697786133726468,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0003944,CUST_00016,2026-01-21 11:17:00,1152.89,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0027571,CUST_00016,2026-03-20 14:05:00,1010.04,card,1,849.28,55.24,1,0,0.0,0,0,0.8408379866143915,0.0,0,1,0.0,1394.8,0.0,1152.89,0.8760939898862856,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0044843,CUST_00016,2026-06-09 13:50:00,355.17,upi,0,0.0,0.0,2,1,0.5,0,0,0.0,0.5,0,2,1.0,1943.75,1943.75,1081.4650000000001,0.3284156214024494,424.64,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TXN_0017445,CUST_00016,2026-06-13 09:03:00,973.73,upi,0,0.0,0.0,3,1,0.3333333333333333,0,0,0.0,0.3333333333333333,0,3,1.0,91.21666666666667,2034.9666666666667,839.3666666666667,1.160077042214368,283.0933333333333,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0
TXN_0039702,CUST_00017,2026-01-11 13:48:00,2561.52,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0043720,CUST_00017,2026-02-05 09:33:00,381.73,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,595.75,0.0,2561.52,0.14902479777632033,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0021072,CUST_00017,2026-04-08 16:16:00,677.15,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,1494.7166666666667,0.0,1471.625,0.4601376029898921,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0022935,CUST_00017,2026-05-17 03:04:00,1004.81,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,922.8,0.0,1206.8,0.8326234670202187,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0025321,CUST_00017,2026-06-23 23:39:00,368783.74,upi,1,305757.07,116.16,4,0,0.0,1,0,0.829095854388808,0.0,0,4,0.0,908.5833333333334,0.0,1156.3025,318.93361814922997,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0006321,CUST_00017,2026-06-28 08:33:00,1027.37,netbanking,0,0.0,0.0,5,1,0.2,0,0,0.0,0.2,0,5,1.0,104.9,104.9,74681.79000000001,0.013756633310476352,61151.414000000004,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0
TXN_0044955,CUST_00018,2026-01-09 12:09:00,7392.85,netbanking,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0035901,CUST_00018,2026-02-01 06:57:00,4920.6,upi,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,546.8,0.0,7392.85,0.6655890488783082,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0000065,CUST_00018,2026-03-23 07:33:00,1259.94,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,1200.6,0.0,6156.725,0.20464451473794915,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0009613,CUST_00018,2026-04-15 12:01:00,4396.02,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,556.4666666666667,0.0,4524.463333333334,0.9716113660625679,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0007475,CUST_00019,2026-01-28 23:33:00,1183.99,netbanking,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0047800,CUST_00019,2026-02-07 22:12:00,3066.67,card,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,238.65,0.0,1183.99,2.590114781374843,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0039350,CUST_00019,2026-02-09 20:25:00,465.96,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,46.21666666666667,0.0,2125.33,0.21924124724160482,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0029884,CUST_00019,2026-03-30 20:35:00,1978.57,card,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,1176.1666666666667,0.0,1572.2066666666667,1.258466868223431,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0033526,CUST_00019,2026-04-13 07:34:00,2755.61,upi,0,0.0,0.0,4,0,0.0,0,0,0.0,0.0,0,4,0.0,322.98333333333335,0.0,1673.7975,1.6463222104227067,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0034420,CUST_00019,2026-04-18 04:22:00,4353.46,upi,0,0.0,0.0,5,0,0.0,0,0,0.0,0.0,0,5,0.0,116.8,0.0,1890.1599999999999,2.3032230075760785,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0008538,CUST_00019,2026-06-14 06:12:00,106.04,card,0,0.0,0.0,6,0,0.0,0,0,0.0,0.0,0,6,0.0,1369.8333333333333,0.0,2300.71,0.0460901200064328,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0034588,CUST_00019,2026-06-27 15:33:00,1002.87,card,0,0.0,0.0,7,0,0.0,0,0,0.0,0.0,0,7,0.0,321.35,0.0,1987.1857142857145,0.5046684830665046,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0045990,CUST_00020,2026-03-28 07:11:00,2003.88,netbanking,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0024497,CUST_00020,2026-05-05 23:42:00,1195.1,card,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,928.5166666666667,0.0,2003.88,0.5963929975846857,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0028940,CUST_00020,2026-05-13 23:47:00,275.18,card,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,192.08333333333334,0.0,1599.49,0.1720423384953954,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0048925,CUST_00020,2026-06-03 19:50:00,326.25,upi,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,500.05,0.0,1158.0533333333333,0.2817227761530845,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0034439,CUST_00020,2026-06-21 18:29:00,6699.21,netbanking,0,0.0,0.0,4,0,0.0,0,0,0.0,0.0,0,4,0.0,430.65,0.0,950.1025,7.051039229977818,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0038969,CUST_00021,2026-01-02 05:14:00,1984.67,upi,1,1279.36,83.6,0,0,0.0,0,0,0.6446210201192137,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0031341,CUST_00021,2026-01-16 07:26:00,236.7,upi,0,0.0,0.0,1,1,1.0,0,0,0.0,1.0,0,1,1.0,338.2,338.2,1984.67,0.11926415978475009,1279.36,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TXN_0015061,CUST_00021,2026-02-05 01:32:00,5398.19,netbanking,0,0.0,0.0,2,1,0.5,0,0,0.0,0.5,0,2,1.0,474.1,812.3,1110.685,4.8602349000841825,639.68,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0
TXN_0049512,CUST_00021,2026-05-02 21:36:00,5710.35,upi,0,0.0,0.0,3,1,0.3333333333333333,0,0,0.0,0.3333333333333333,0,3,1.0,2084.0666666666666,2896.366666666667,2539.853333333333,2.248299114384558,426.4533333333333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0019230,CUST_00021,2026-05-06 03:17:00,4121.82,card,0,0.0,0.0,4,1,0.25,0,0,0.0,0.25,0,4,1.0,77.68333333333334,2974.05,3332.4775,1.236863564720242,319.84,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0039214,CUST_00021,2026-05-18 12:32:00,643.04,card,0,0.0,0.0,5,1,0.2,0,0,0.0,0.2,0,5,1.0,297.25,3271.3,3490.346,0.18423388397597257,255.87199999999999,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0033092,CUST_00022,2026-01-21 14:16:00,3843.79,upi,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0002539,CUST_00022,2026-02-03 03:36:00,3061.97,card,0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0,1,0.0,301.3333333333333,0.0,3843.79,0.7966017914610319,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0019594,CUST_00022,2026-03-23 12:21:00,2801.19,upi,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,2,0.0,1160.75,0.0,3452.88,0.8112619031069715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0022310,CUST_00022,2026-03-29 00:56:00,6035.37,wallet,0,0.0,0.0,3,0,0.0,0,0,0.0,0.0,0,3,0.0,132.58333333333334,0.0,3235.65,1.865272819989801,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
