customer_id,segment,base_refund_rate
CUST_00076,normal,0.004802266949523157
CUST_00077,normal,0.024979907510268566
CUST_00078,normal,0.06285643842305264
CUST_00079,normal,0.026381373565130033
CUST_00080,normal,0.0789913033271865
CUST_00081,occasional_refunder,0.14903384392405694
CUST_00082,normal,0.06082141007228137
CUST_00083,normal,0.07380322714491616
CUST_00084,normal,0.04238750241149823
CUST_00085,normal,0.1550169834912014
CUST_00086,normal,0.03401149778748768
CUST_00087,normal,0.08969556463418296
CUST_00088,normal,0.0632962632441823
CUST_00089,occasional_refunder,0.10965898333302879
CUST_00090,normal,0.04853784413208411
CUST_00091,normal,0.062058460719514597
CUST_00092,normal,0.02319599165583794
CUST_00093,normal,0.06306572789329377
CUST_00094,normal,0.07998494599504319
CUST_00095,normal,0.09737206406276422
CUST_00096,normal,0.05351915049207389
CUST_00097,normal,0.03254963933091304
CUST_00098,normal,0.049697919749808535
CUST_00099,normal,0.039730000865143944
CUST_00100,normal,0.039912386509186125
CUST_00101,normal,0.03416956882478615
CUST_00102,normal,0.040291090294056364
CUST_00103,normal,0.0943836600482711
CUST_00104,normal,0.009473834535175247
CUST_00105,occasional_refunder,0.12493594155538704
CUST_00106,normal,0.15582148673505372
CUST_00107,normal,0.0183530691934597
CUST_00108,normal,0.12780067995497787
CUST_00109,normal,0.060619571992595774
CUST_00110,normal,0.030532244762473494
CUST_00111,normal,0.06986142443550147
CUST_00112,normal,0.03376265936718907
CUST_00113,occasional_refunder,0.09807538862018884
CUST_00114,normal,0.07017155112380596
CUST_00115,normal,0.008849642332483476
CUST_00116,occasional_refunder,0.04980392890668818
CUST_00117,normal,0.07184136292938036
CUST_00118,normal,0.0248685865049522
CUST_00119,occasional_refunder,0.23809164325551116
CUST_00120,normal,0.0422916865808097
CUST_00121,normal,0.03246392730032876
CUST_00122,occasional_refunder,0.22596079096560254
CUST_00123,normal,0.05251868990775856
CUST_00124,normal,0.21979661948247053
CUST_00125,normal,0.03245537264413054
CUST_00126,normal,0.011918687095239076
CUST_00127,normal,0.1362496101856282
CUST_00128,occasional_refunder,0.12864649265003253
CUST_00129,normal,0.014563459688388942
CUST_00130,normal,0.06366690011667617
CUST_00131,normal,0.039535162844392686
CUST_00132,normal,0.041247393433059894
CUST_00133,normal,0.07555223255329278
CUST_00134,normal,0.04038620241634064
CUST_00135,suspicious,0.5114527368791437
CUST_00136,normal,0.06163006291983252
CUST_00137,normal,0.019565853157907133
CUST_00138,normal,0.07271765819303849
CUST_00139,normal,0.0451884376064948
CUST_00140,suspicious,0.7459778189159363
CUST_00141,suspicious,0.3128278046375145
CUST_00142,normal,0.017362109877737
CUST_00143,normal,0.02739197439268447
CUST_00144,normal,0.032093995206541805
CUST_00145,normal,0.048501398399641536
CUST_00146,normal,0.06989380168649192
CUST_00147,normal,0.00825593675409783
CUST_00148,normal,0.024193664014734207
CUST_00149,normal,0.049821686779709676
CUST_00150,normal,0.018824787019403
CUST_00151,occasional_refunder,0.20410837597276413
CUST_00152,normal,0.022490228750525285
CUST_00153,normal,0.023988411620974974
CUST_00154,normal,0.015360281178220896
CUST_00155,aggressive_abuser,0.37959241680043204
CUST_00156,normal,0.07546557717204015
CUST_00157,normal,0.055754222381189475
CUST_00158,normal,0.034074367091671984
CUST_00159,normal,0.07004159082360131
CUST_00160,normal,0.19149777429541984
CUST_00161,normal,0.03592886850692709
CUST_00162,normal,0.1278397264034014
CUST_00163,normal,0.07608182739821083
CUST_00164,normal,0.04617293595263558
CUST_00165,normal,0.054936091843172004
CUST_00166,normal,0.18838228096153303
CUST_00167,normal,0.013451731610836714
CUST_00168,normal,0.10242800096212114
CUST_00169,normal,0.04187581180416612
CUST_00170,normal,0.03139766431651228
CUST_00171,normal,0.016835334225124073
CUST_00172,normal,0.03712244812594096
CUST_00173,normal,0.00950534030061513
CUST_00174,normal,0.09424711301440694
CUST_00175,normal,0.02779901658938808
CUST_00176,normal,0.09075213767510594
CUST_00177,normal,0.054556284461415645
CUST_00178,normal,0.045062737685397036
CUST_00179,suspicious,0.2508475685976892
CUST_00180,normal,0.04044734895612388
CUST_00181,normal,0.015261543335591802
CUST_00182,normal,0.08227176350940324
CUST_00183,occasional_refunder,0.11384204626591907
CUST_00184,occasional_refunder,0.22473602478652724
CUST_00185,normal,0.002880356023727696
CUST_00186,normal,0.08314918504957187
CUST_00187,normal,0.05057845283611678
CUST_00188,normal,0.054691276538081215
CUST_00189,normal,0.0032453584813427042
CUST_00190,normal,0.008457107198483254
CUST_00191,normal,0.18717219889562692
CUST_00192,occasional_refunder,0.1079510257420621
CUST_00193,occasional_refunder,0.3227864832025965
CUST_00194,normal,0.027480652010656727
CUST_00195,normal,0.03856670505838561
CUST_00196,normal,0.05834580930487821
CUST_00197,normal,0.023301434153848253
CUST_00198,occasional_refunder,0.14117726796687377
CUST_00199,occasional_refunder,0.0725137216637482
CUST_00200,normal,0.13368096007568087
CUST_00201,normal,0.062386775666605415
CUST_00202,normal,0.04817398395769571
CUST_00203,normal,0.020527091042905298
CUST_00204,occasional_refunder,0.1994810130435109
CUST_00205,normal,0.015347500779952233
CUST_00206,normal,0.02151030982364212
CUST_00207,normal,0.023137816421486462
CUST_00208,normal,0.005438001529992893
CUST_00209,normal,0.015386678339123197
CUST_00210,normal,0.04383406149393686
CUST_00211,normal,0.08790113892984448
CUST_00212,normal,0.013070168110342532
CUST_00213,normal,0.0759791194300875
CUST_00214,normal,0.0786321758124935
CUST_00215,normal,0.09414389209933657
CUST_00216,normal,0.07509595188720221
CUST_00217,normal,0.043064033913022784
CUST_00218,normal,0.04232512586260714
CUST_00219,normal,0.04703804117344549
CUST_00220,normal,0.05331521043854651
CUST_00221,normal,0.08418185803548577
CUST_00222,normal,0.012315738055711421
CUST_00223,normal,0.0365093646122093
CUST_00224,normal,0.054172650650938355
CUST_00225,normal,0.05777614377014659
CUST_00226,normal,0.02666973353252237
CUST_00227,suspicious,0.26347680003134144
CUST_00228,normal,0.06106385584402111
CUST_00229,occasional_refunder,0.17734519602735888
CUST_00230,normal,0.05384949345131622
CUST_00231,normal,0.03192534134836989
CUST_00232,normal,0.03659403746060781
CUST_00233,normal,0.00628201836382298
CUST_00234,normal,0.03025535731905242
CUST_00235,normal,0.010937078083052817
CUST_00236,normal,0.08311624637098682
CUST_00237,normal,0.032301977564129475
CUST_00238,normal,0.060294816449185815
CUST_00239,normal,0.03713947969154553
CUST_00240,normal,0.04852190292487107
CUST_00241,suspicious,0.24194850677843566
CUST_00242,suspicious,0.32436327771888884
CUST_00243,occasional_refunder,0.2595257000805345
CUST_00244,normal,0.07543627507431296
CUST_00245,normal,0.10600944105992817
CUST_00246,occasional_refunder,0.3019766917605811
CUST_00247,normal,0.04840370287662045
CUST_00248,suspicious,0.5092009942616413
CUST_00249,suspicious,0.3269247421424785
CUST_00250,normal,0.04038790602793278
CUST_00251,normal,0.06813500656844244
CUST_00252,normal,0.08983093602351436
CUST_00253,normal,0.08102930644408055
CUST_00254,normal,0.04383746234646224
CUST_00255,normal,0.05510894621603219
CUST_00256,normal,0.044546388402862507
CUST_00257,suspicious,0.3847639563964244
CUST_00258,normal,0.03243193888076835
CUST_00259,normal,0.061818513219298876
CUST_00260,normal,0.02500977924068939
CUST_00261,normal,0.0362008047553384
CUST_00262,aggressive_abuser,0.7406553330415903
CUST_00263,normal,0.06934970913374178
CUST_00264,normal,0.026949893132513288
CUST_00265,occasional_refunder,0.2992297444882949
CUST_00266,normal,0.0052081101783535665
CUST_00267,normal,0.048162770147942305
CUST_00268,normal,0.046937889928442396
CUST_00269,normal,0.10059980712419099
CUST_00270,normal,0.017575767190620626
CUST_00271,normal,0.03804626507877418
CUST_00272,normal,0.022218941104020142
CUST_00273,occasional_refunder,0.0859770999247744
CUST_00274,occasional_refunder,0.17651972092886986
CUST_00275,normal,0.04375896134075694
CUST_00276,normal,0.07925665039247007
CUST_00277,normal,0.1711501182595216
CUST_00278,normal,0.08191453169224168
CUST_00279,normal,0.04584895410180687
CUST_00280,normal,0.01213574334212944
CUST_00281,occasional_refunder,0.10013534992123134
CUST_00282,normal,0.0427176314082832
CUST_00283,normal,0.023440081007973384
CUST_00284,normal,0.07212510155519981
CUST_00285,normal,0.05246443637549773
CUST_00286,normal,0.0386400592093853
CUST_00287,normal,0.04716946886801453
CUST_00288,normal,0.052144062411662445
CUST_00289,normal,0.08331303466007038
CUST_00290,normal,0.03886065827632736
CUST_00291,normal,0.03825488428046533
CUST_00292,normal,0.06640435736128247
CUST_00293,normal,0.031209995813574264
CUST_00294,normal,0.08918638550076995
CUST_00295,normal,0.05714566147050206
CUST_00296,normal,0.09248976960965137
CUST_00297,normal,0.052596177257522525
CUST_00298,normal,0.021623950947854756
CUST_00299,normal,0.057466801788522585
CUST_00300,normal,0.02911728813548342
CUST_00301,normal,0.029733609010493538
CUST_00302,normal,0.12317710265585449
CUST_00303,normal,0.05560620986841519
CUST_00304,normal,0.04448213281483335
CUST_00305,normal,0.07564634747576163
CUST_00306,suspicious,0.3714212118018875
CUST_00307,normal,0.049509118001382815
CUST_00308,normal,0.04759093722984787
CUST_00309,normal,0.001990972943380507
CUST_00310,normal,0.009545145096772576
CUST_00311,normal,0.04094661053563485
CUST_00312,normal,0.04252285327131778
CUST_00313,normal,0.06315691024135617
CUST_00314,suspicious,0.5452316210362428
CUST_00315,normal,0.03805424458198756
CUST_00316,normal,0.05110410342735031
CUST_00317,normal,0.04676349341999733
CUST_00318,normal,0.034318332934749445
CUST_00319,normal,0.07403001573559187
CUST_00320,normal,0.008913315267006477
CUST_00321,normal,0.040659462295252254
CUST_00322,normal,0.042230106061842694
CUST_00323,normal,0.06674606493549971
CUST_00324,normal,0.019441075877722914
CUST_00325,suspicious,0.5242774742845824
CUST_00326,normal,0.11821572713840006
CUST_00327,normal,0.024131082035866207
CUST_00328,normal,0.03925410010551108
CUST_00329,normal,0.11022652585079382
CUST_00330,normal,0.07736274664287994
CUST_00331,normal,0.09605677962894929
CUST_00332,normal,0.017943995590472328
CUST_00333,normal,0.029879003887322616
CUST_00334,normal,0.02058610351721631
CUST_00335,normal,0.10856913963357319
CUST_00336,normal,0.056330092397621316
CUST_00337,occasional_refunder,0.09080711550050716
CUST_00338,normal,0.07563049436334704
CUST_00339,normal,0.09658539673746865
CUST_00340,normal,0.042310812073276416
CUST_00341,normal,0.019009438423568392
CUST_00342,normal,0.18116320945239403
CUST_00343,normal,0.03317908486908645
CUST_00344,normal,0.07474664612330818
CUST_00345,normal,0.0351636529547506
CUST_00346,normal,0.028148762709849173
CUST_00347,normal,0.05679983973223439
CUST_00348,normal,0.02544986440900998
CUST_00349,normal,0.08767808945920236
CUST_00350,normal,0.11071948493634003
CUST_00351,normal,0.023266309354054465
CUST_00352,occasional_refunder,0.12421941350661461
CUST_00353,normal,0.027950439117232745
CUST_00354,normal,0.030373705307122224
CUST_00355,normal,0.03479601890391013
CUST_00356,normal,0.05834391508791778
CUST_00357,normal,0.061183811468333356
CUST_00358,normal,0.10957410583594478
CUST_00359,suspicious,0.2995166529144998
CUST_00360,normal,0.08538463636684894
CUST_00361,normal,0.03798873471386028
CUST_00362,normal,0.007040795749001901
CUST_00363,normal,0.0065967602618311645
CUST_00364,normal,0.013622545750723004
CUST_00365,suspicious,0.45805218102060974
CUST_00366,normal,0.09391607862371933
CUST_00367,suspicious,0.31176114656389864
CUST_00368,occasional_refunder,0.320814878562698
CUST_00369,normal,0.034433366576898855
CUST_00370,normal,0.039730993379894705
CUST_00371,normal,0.1184442925679607
CUST_00372,normal,0.027830502708945094
CUST_00373,normal,0.054613398946450974
CUST_00374,normal,0.07053535150013651
CUST_00375,normal,0.13582008967170067
CUST_00376,normal,0.017852689036274485
CUST_00377,normal,0.05797397460126207
CUST_00378,normal,0.20196657461365336
CUST_00379,normal,0.0785394595440906
CUST_00380,normal,0.01844771056555529
CUST_00381,normal,0.1391931024026281
CUST_00382,normal,0.01626136987885371
CUST_00383,normal,0.030765980606585655
CUST_00384,occasional_refunder,0.12773458505904683
CUST_00385,normal,0.020063653389001405
CUST_00386,normal,0.058081448287635846
CUST_00387,normal,0.024998161194462073
CUST_00388,normal,0.16299626251289787
CUST_00389,normal,0.027464502574455537
CUST_00390,normal,0.060103544679628876
CUST_00391,aggressive_abuser,0.8374569943479789
CUST_00392,normal,0.07481334639102237
CUST_00393,normal,0.15991364835944707
CUST_00394,normal,0.09249751133054215
CUST_00395,normal,0.0435326720401545
CUST_00396,suspicious,0.36322073454695086
CUST_00397,occasional_refunder,0.05484998837621457
CUST_00398,normal,0.048954583078512845
CUST_00399,normal,0.025059048672842168
CUST_00400,normal,0.11126968535301947
CUST_00401,normal,0.02030067096647742
CUST_00402,occasional_refunder,0.1620239352324882
CUST_00403,normal,0.07311670561285771
CUST_00404,normal,0.018579627915542615
CUST_00405,normal,0.06374413761003346
CUST_00406,occasional_refunder,0.11541268064704681
CUST_00407,normal,0.09242332180435904
CUST_00408,normal,0.011541256058609535
CUST_00409,occasional_refunder,0.3635368796683203
CUST_00410,normal,0.04870877184384904
CUST_00411,normal,0.08196428976210299
CUST_00412,suspicious,0.5056296716784151
CUST_00413,suspicious,0.31797186390107457
CUST_00414,normal,0.06752501170289821
CUST_00415,normal,0.13034385507802074
CUST_00416,normal,0.11168479981344534
CUST_00417,normal,0.06650838117417919
CUST_00418,normal,0.02801298145580992
CUST_00419,normal,0.04420150016416473
CUST_00420,normal,0.047911344729530084
CUST_00421,normal,0.03295548741860863
CUST_00422,normal,0.01928124929552783
CUST_00423,normal,0.041072161408221855
CUST_00424,normal,0.021055905294511294
CUST_00425,normal,0.03611501281309448
CUST_00426,normal,0.0586118771894622
CUST_00427,normal,0.024259309912695967
CUST_00428,occasional_refunder,0.06662983183453612
CUST_00429,normal,0.010537652066764146
CUST_00430,normal,0.04988851386706395
CUST_00431,normal,0.05546975922509548
CUST_00432,normal,0.031330109779556074
CUST_00433,normal,0.08301181955542662
CUST_00434,normal,0.04779787199771772
CUST_00435,normal,0.044842523412284466
CUST_00436,normal,0.04084035871130827
CUST_00437,normal,0.011684866859167134
CUST_00438,normal,0.026528932125186144
CUST_00439,normal,0.007332068825866711
CUST_00440,normal,0.04351072261384661
CUST_00441,normal,0.07317762495044902
CUST_00442,aggressive_abuser,0.3443074961775575
CUST_00443,normal,0.029961946398001416
CUST_00444,normal,0.030582805675105285
CUST_00445,normal,0.08939456854686911
CUST_00446,suspicious,0.25610698370035506
CUST_00447,aggressive_abuser,0.6620208859503522
CUST_00448,normal,0.029232503162733164
CUST_00449,normal,0.08980643745662666
CUST_00450,normal,0.11301028107278398
CUST_00451,normal,0.04208605471467176
CUST_00452,normal,0.06166441556720223
CUST_00453,normal,0.014641250444118443
CUST_00454,occasional_refunder,0.17483159954164232
CUST_00455,normal,0.08484877292419857
CUST_00456,normal,0.014803909231854947
CUST_00457,normal,0.08438088727289259
CUST_00458,normal,0.11076939328377473
CUST_00459,normal,0.03937286063035867
CUST_00460,normal,0.06953117722470206
CUST_00461,normal,0.023858447287039453
CUST_00462,normal,0.030497024196414337
CUST_00463,normal,0.0547032399918117
CUST_00464,normal,0.062453640944890886
CUST_00465,suspicious,0.6238676143135413
CUST_00466,normal,0.03752612864950516
CUST_00467,normal,0.06982391511658877
CUST_00468,occasional_refunder,0.08598273184349119
CUST_00469,normal,0.010036138479043367
CUST_00470,suspicious,0.3737340133281324
CUST_00471,normal,0.08553396293266048
CUST_00472,suspicious,0.41311484092958467
CUST_00473,normal,0.019911437358073058
CUST_00474,occasional_refunder,0.021781627485711646
CUST_00475,normal,0.06395173852077315
CUST_00476,aggressive_abuser,0.4276473688739571
CUST_00477,normal,0.04258864255108794
CUST_00478,normal,0.10616628059124994
CUST_00479,suspicious,0.4642778352391753
CUST_00480,normal,0.04544076956031762
CUST_00481,normal,0.036353307981299474
CUST_00482,normal,0.01599552409701667
CUST_00483,normal,0.040880258160271035
CUST_00484,normal,0.05523796339002261
CUST_00485,normal,0.029059092520713467
CUST_00486,occasional_refunder,0.17313135608429095
CUST_00487,normal,0.06510150419797855
CUST_00488,normal,0.08442397790359656
CUST_00489,suspicious,0.3217619231487415
CUST_00490,occasional_refunder,0.26280761360327715
CUST_00491,normal,0.033792231406339863
CUST_00492,normal,0.044849292889418774
CUST_00493,normal,0.049328419623320845
CUST_00494,normal,0.05583699694616436
CUST_00495,normal,0.056172097279455116
CUST_00496,normal,0.09807811139396755
CUST_00497,normal,0.009797468008076418
CUST_00498,normal,0.037728509687891515
CUST_00499,suspicious,0.2148320511892054
CUST_00500,aggressive_abuser,0.4118173645566367
CUST_00501,normal,0.03614309636367566
CUST_00502,normal,0.10273919178353645
CUST_00503,normal,0.06740395089607185
CUST_00504,normal,0.03969541654201324
CUST_00505,normal,0.02739778221281322
CUST_00506,normal,0.052841996623167464
CUST_00507,occasional_refunder,0.1454480552641529
CUST_00508,normal,0.04940719723341193
CUST_00509,suspicious,0.21687556254477872
CUST_00510,normal,0.026610698263834227
CUST_00511,normal,0.07749058848268336
CUST_00512,normal,0.05352019653542947
CUST_00513,suspicious,0.28780470949748127
CUST_00514,occasional_refunder,0.18298855040237297
CUST_00515,normal,0.091479901975039
CUST_00516,normal,0.028500328546009705
CUST_00517,normal,0.049856709310189984
CUST_00518,normal,0.09684285351609398
CUST_00519,aggressive_abuser,0.6770888480292079
CUST_00520,normal,0.11188306009305908
CUST_00521,normal,0.055703533490087796
CUST_00522,normal,0.11638174610776884
CUST_00523,suspicious,0.45556262800337666
CUST_00524,normal,0.07491541146226387
CUST_00525,normal,0.06114053720409798
CUST_00526,normal,0.04155862669750623
CUST_00527,normal,0.07790110600021437
CUST_00528,normal,0.09746445647020066
CUST_00529,normal,0.04406968945194134
CUST_00530,occasional_refunder,0.035559132067945295
CUST_00531,normal,0.05044852751983468
CUST_00532,aggressive_abuser,0.6310221003800618
CUST_00533,aggressive_abuser,0.60438174824576
CUST_00534,normal,0.025174743724503144
CUST_00535,normal,0.009485657968003307
CUST_00536,suspicious,0.3318444822665663
CUST_00537,normal,0.13278750302891626
CUST_00538,normal,0.023785577155517684
CUST_00539,normal,0.03656304690983607
CUST_00540,normal,0.05334012378618878
CUST_00541,suspicious,0.2414849944561355
CUST_00542,normal,0.08060298934681817
CUST_00543,normal,0.023662799467430877
CUST_00544,normal,0.049138525655499435
CUST_00545,normal,0.07859507135966864
CUST_00546,normal,0.05649869331655428
CUST_00547,normal,0.05875892977942488
CUST_00548,normal,0.05764447771256291
CUST_00549,normal,0.013058892902663016
CUST_00550,normal,0.014462336216589964
CUST_00551,normal,0.04360105169022717
CUST_00552,normal,0.08735840745439186
CUST_00553,normal,0.0470953230043295
CUST_00554,normal,0.033781400434189514
CUST_00555,occasional_refunder,0.2182353702164156
CUST_00556,normal,0.10504038625225738
CUST_00557,normal,0.07316055344005754
CUST_00558,normal,0.02226651568283058
CUST_00559,normal,0.11259762373801337
CUST_00560,normal,0.017979978476364792
CUST_00561,normal,0.00691089779768667
CUST_00562,normal,0.023597829095479618
CUST_00563,normal,0.06686599252424621
CUST_00564,normal,0.08019674772791621
CUST_00565,normal,0.04998215271180735
CUST_00566,normal,0.02184728388866283
CUST_00567,normal,0.053695726967063956
CUST_00568,normal,0.03212126849136067
CUST_00569,occasional_refunder,0.11464855370939107
CUST_00570,normal,0.07144359136137503
CUST_00571,normal,0.02044359350433036
CUST_00572,normal,0.11032368795556123
CUST_00573,normal,0.054170809747786826
CUST_00574,normal,0.07286142903471178
CUST_00575,occasional_refunder,0.35943381466823937
CUST_00576,suspicious,0.4275437181833407
CUST_00577,normal,0.06332298538911017
CUST_00578,occasional_refunder,0.19192589815490724
CUST_00579,normal,0.10692805629620863
CUST_00580,normal,0.0800339670505974
CUST_00581,normal,0.058354460502166285
CUST_00582,suspicious,0.30445487501742663
CUST_00583,normal,0.09889023660899472
CUST_00584,normal,0.07340087459037008
CUST_00585,normal,0.0784236408052944
CUST_00586,normal,0.019127384308778996
CUST_00587,normal,0.10503502578131786
CUST_00588,normal,0.056951547097052656
CUST_00589,normal,0.008484781541404642
CUST_00590,normal,0.07080917083140457
CUST_00591,normal,0.03816767848825114
CUST_00592,normal,0.05196977051338039
CUST_00593,normal,0.022375107315150293
CUST_00594,normal,0.060652135533405045
CUST_00595,occasional_refunder,0.03866534451494864
CUST_00596,normal,0.016066508486823724
CUST_00597,normal,0.08085765704749774
CUST_00598,normal,0.0626501976995427
CUST_00599,normal,0.034562900262246565
CUST_00600,normal,0.03910366553226244
CUST_00601,normal,0.08088470279251568
CUST_00602,normal,0.032186138126036025
CUST_00603,normal,0.16334928019107364
CUST_00604,normal,0.06703446683914846
CUST_00605,normal,0.06085890195040081
CUST_00606,normal,0.0027740847742830526
CUST_00607,normal,0.032789518585642406
CUST_00608,normal,0.03692039249685759
CUST_00609,normal,0.00513356565520277
CUST_00610,normal,0.06852718812392529
CUST_00611,normal,0.019252619610109843
CUST_00612,normal,0.03619480488931312
CUST_00613,normal,0.029695670345607494
CUST_00614,normal,0.09528321390188293
CUST_00615,occasional_refunder,0.3504614808901363
CUST_00616,occasional_refunder,0.2263859431361025
CUST_00617,normal,0.023273198624923098
CUST_00618,normal,0.02164073295675851
CUST_00619,normal,0.03550692037161026
CUST_00620,normal,0.04527180518573756
CUST_00621,normal,0.0335068988280315
CUST_00622,normal,0.021968090364666175
CUST_00623,normal,0.08347992931489619
CUST_00624,normal,0.09399480263133113
CUST_00625,normal,0.033484581288919145
CUST_00626,normal,0.03796443031202492
CUST_00627,normal,0.09217067499179254
CUST_00628,normal,0.03105647635066064
CUST_00629,normal,0.08343845849259797
CUST_00630,normal,0.08587333590233834
CUST_00631,normal,0.01698092032829506
CUST_00632,occasional_refunder,0.10011069580861263
CUST_00633,normal,0.03227723079897308
CUST_00634,normal,0.047378287445870346
CUST_00635,normal,0.05451457970396269
CUST_00636,normal,0.03797643612701984
CUST_00637,normal,0.051764889000197455
CUST_00638,normal,0.0732678284384758
CUST_00639,normal,0.12959551435763464
CUST_00640,normal,0.10684348594088561
CUST_00641,normal,0.08830583260503128
CUST_00642,normal,0.034339766935767436
CUST_00643,normal,0.02586972813001033
CUST_00644,normal,0.09827601141785497
CUST_00645,normal,0.029306239454197133
CUST_00646,occasional_refunder,0.14177059662319128
CUST_00647,normal,0.026595358683494524
CUST_00648,normal,0.042347506196336475
CUST_00649,normal,0.02161085205307075
CUST_00650,normal,0.04029679478286008
CUST_00651,normal,0.04072738121895591
CUST_00652,normal,0.043718633734325295
CUST_00653,normal,0.04278385899503969
CUST_00654,normal,0.06887551749737468
CUST_00655,normal,0.03835842172236172
CUST_00656,normal,0.06625757693682817
CUST_00657,normal,0.08291726460692231
CUST_00658,normal,0.055016035289062314
CUST_00659,normal,0.05086013633186235
CUST_00660,normal,0.02851149986978555
CUST_00661,normal,0.060445872280348464
CUST_00662,aggressive_abuser,0.5605014611555128
CUST_00663,normal,0.014599967272205224
CUST_00664,normal,0.01989162663633139
CUST_00665,normal,0.059156553472901455
CUST_00666,normal,0.03318878708648442
CUST_00667,normal,0.06504422055603143
CUST_00668,normal,0.008422936965225043
CUST_00669,normal,0.06696479594104608
CUST_00670,normal,0.012556987161233671
CUST_00671,normal,0.1023545704673998
CUST_00672,occasional_refunder,0.10892067459456285
CUST_00673,normal,0.047592340304676614
CUST_00674,normal,0.01817485158665346
CUST_00675,normal,0.00486777647396363
CUST_00676,aggressive_abuser,0.47536388353275605
CUST_00677,normal,0.03803458454485971
CUST_00678,normal,0.009452249135568391
CUST_00679,suspicious,0.6547293581599368
CUST_00680,occasional_refunder,0.15524580371799857
CUST_00681,normal,0.017673343726095955
CUST_00682,normal,0.07515184140543162
CUST_00683,normal,0.03777261773410693
CUST_00684,normal,0.06977752177388645
CUST_00685,occasional_refunder,0.0867471127542429
CUST_00686,normal,0.08952479331003312
CUST_00687,normal,0.03123267267954598
CUST_00688,normal,0.057513145699525405
CUST_00689,normal,0.037468373232109345
CUST_00690,normal,0.11476980724070936
CUST_00691,normal,0.04635409160138967
CUST_00692,normal,0.0752771143865454
CUST_00693,normal,0.06291527815618086
CUST_00694,normal,0.02453019076644865
CUST_00695,normal,0.04541864656303352
CUST_00696,normal,0.07075295227143835
CUST_00697,normal,0.06542942707643788
CUST_00698,normal,0.032965323006696544
CUST_00699,normal,0.08539352417310916
CUST_00700,normal,0.04062848141090233
CUST_00701,normal,0.0271201847901589
CUST_00702,normal,0.02644098446465192
CUST_00703,normal,0.055855435071401956
CUST_00704,normal,0.033351944659349514
CUST_00705,normal,0.10512321860138246
CUST_00706,aggressive_abuser,0.8781132227732753
CUST_00707,normal,0.020345518562074463
CUST_00708,normal,0.029345440358623912
CUST_00709,normal,0.08805623122533673
CUST_00710,normal,0.053235030080932395
CUST_00711,normal,0.023922750052826524
