transaction_id,customer_id,timestamp,amount,payment_method,refund_requested,refund_amount,refund_delay_hours,customer_segment
TXN_0012696,CUST_05139,2026-01-01 12:11:00,251.71,card,0,0.0,0.0,normal
TXN_0047627,CUST_01901,2026-01-01 12:19:00,3228.6,upi,1,2192.51,57.36,normal
TXN_0034567,CUST_04570,2026-01-01 12:25:00,8463.98,upi,1,4918.0,59.21,occasional_refunder
TXN_0038281,CUST_07374,2026-01-01 12:27:00,2454.14,upi,0,0.0,0.0,normal
TXN_0007288,CUST_02379,2026-01-01 12:35:00,200.46,wallet,0,0.0,0.0,normal
TXN_0048948,CUST_01763,2026-01-01 12:36:00,750.17,upi,0,0.0,0.0,normal
TXN_0003531,CUST_04237,2026-01-01 12:37:00,2758.19,upi,0,0.0,0.0,normal
TXN_0025700,CUST_01268,2026-01-01 12:37:00,28499.0,upi,0,0.0,0.0,normal
TXN_0022948,CUST_06082,2026-01-01 12:43:00,72228.76,card,0,0.0,0.0,suspicious
TXN_0014942,CUST_05287,2026-01-01 12:48:00,460.07,upi,0,0.0,0.0,aggressive_abuser
TXN_0025340,CUST_07114,2026-01-01 12:55:00,2359.21,card,0,0.0,0.0,normal
TXN_0044674,CUST_03412,2026-01-01 13:07:00,1409.66,upi,0,0.0,0.0,normal
TXN_0028539,CUST_02151,2026-01-01 13:07:00,4601.14,upi,0,0.0,0.0,normal
TXN_0039812,CUST_01964,2026-01-01 13:14:00,18948.61,upi,0,0.0,0.0,normal
TXN_0049889,CUST_09278,2026-01-01 13:21:00,732.41,upi,0,0.0,0.0,normal
TXN_0010698,CUST_00487,2026-01-01 13:21:00,708.01,wallet,0,0.0,0.0,normal
TXN_0040041,CUST_05530,2026-01-01 13:23:00,6135.15,netbanking,0,0.0,0.0,normal
TXN_0046723,CUST_02985,2026-01-01 13:25:00,368.55,netbanking,0,0.0,0.0,normal
TXN_0017566,CUST_04014,2026-01-01 13:27:00,916.79,upi,0,0.0,0.0,normal
TXN_0038309,CUST_01190,2026-01-01 13:29:00,264.55,upi,0,0.0,0.0,normal
TXN_0018081,CUST_04435,2026-01-01 13:37:00,4744.45,card,0,0.0,0.0,normal
TXN_0039896,CUST_06128,2026-01-01 13:39:00,939.17,upi,0,0.0,0.0,normal
TXN_0023439,CUST_01708,2026-01-01 13:54:00,2034.58,upi,0,0.0,0.0,normal
TXN_0046235,CUST_03182,2026-01-01 14:07:00,1448.33,netbanking,0,0.0,0.0,normal
TXN_0001250,CUST_00641,2026-01-01 14:09:00,1030.26,upi,0,0.0,0.0,normal
TXN_0003168,CUST_05654,2026-01-01 14:11:00,1056.24,card,1,881.71,123.58,normal
TXN_0006031,CUST_02916,2026-01-01 14:12:00,2245.4,upi,0,0.0,0.0,normal
TXN_0043376,CUST_01647,2026-01-01 14:23:00,6593.29,upi,0,0.0,0.0,normal
TXN_0011688,CUST_03824,2026-01-01 14:28:00,1165.88,upi,0,0.0,0.0,normal
TXN_0034662,CUST_00706,2026-01-01 14:40:00,8910.41,netbanking,0,0.0,0.0,aggressive_abuser
TXN_0022426,CUST_02525,2026-01-01 14:41:00,157.53,wallet,0,0.0,0.0,normal
TXN_0034240,CUST_07660,2026-01-01 14:43:00,250.41,card,0,0.0,0.0,normal
TXN_0005961,CUST_03390,2026-01-01 14:43:00,1578.16,card,0,0.0,0.0,normal
TXN_0038183,CUST_04826,2026-01-01 14:48:00,915.6,card,0,0.0,0.0,normal
TXN_0026748,CUST_03917,2026-01-01 14:50:00,1189.15,upi,0,0.0,0.0,normal
TXN_0048911,CUST_05517,2026-01-01 14:55:00,6973.99,card,0,0.0,0.0,normal
TXN_0026239,CUST_03805,2026-01-01 14:55:00,1469.05,upi,1,968.76,99.49,normal
TXN_0044811,CUST_02207,2026-01-01 15:05:00,55836.49,card,0,0.0,0.0,normal
TXN_0044957,CUST_01301,2026-01-01 15:10:00,4471.0,card,0,0.0,0.0,normal
TXN_0010313,CUST_09164,2026-01-01 15:10:00,1335.55,wallet,0,0.0,0.0,normal
TXN_0029502,CUST_03127,2026-01-01 15:15:00,644.32,card,0,0.0,0.0,normal
TXN_0032513,CUST_08049,2026-01-01 15:15:00,1532.46,card,0,0.0,0.0,occasional_refunder
TXN_0048928,CUST_08660,2026-01-01 15:19:00,1735.24,wallet,1,1262.37,53.98,occasional_refunder
TXN_0041760,CUST_02370,2026-01-01 15:31:00,2014.19,upi,0,0.0,0.0,normal
TXN_0049029,CUST_07972,2026-01-01 15:32:00,6403.2,card,0,0.0,0.0,normal
TXN_0013665,CUST_05811,2026-01-01 15:37:00,10077.15,upi,0,0.0,0.0,normal
TXN_0006871,CUST_09566,2026-01-01 15:44:00,1955.16,wallet,0,0.0,0.0,normal
TXN_0046335,CUST_00629,2026-01-01 15:52:00,1134.54,card,0,0.0,0.0,normal
TXN_0027055,CUST_05073,2026-01-01 15:53:00,3525.19,card,1,3174.67,62.1,normal
TXN_0046592,CUST_04447,2026-01-01 15:56:00,4691.24,card,0,0.0,0.0,normal
TXN_0035888,CUST_08772,2026-01-01 15:57:00,16279.4,netbanking,0,0.0,0.0,normal
TXN_0003945,CUST_08010,2026-01-01 16:00:00,351.97,card,0,0.0,0.0,normal
TXN_0036053,CUST_06868,2026-01-01 16:00:00,1050.95,wallet,0,0.0,0.0,normal
TXN_0041856,CUST_06397,2026-01-01 16:01:00,7048.11,card,0,0.0,0.0,normal
TXN_0004042,CUST_06231,2026-01-01 16:04:00,3853.08,card,0,0.0,0.0,normal
TXN_0021912,CUST_09005,2026-01-01 16:07:00,737.28,wallet,0,0.0,0.0,normal
TXN_0024611,CUST_07528,2026-01-01 16:07:00,3353.45,card,0,0.0,0.0,normal
TXN_0045438,CUST_04788,2026-01-01 16:09:00,4499.04,upi,0,0.0,0.0,occasional_refunder
TXN_0039511,CUST_04514,2026-01-01 16:17:00,5081.48,card,0,0.0,0.0,normal
TXN_0021306,CUST_09616,2026-01-01 16:19:00,774.69,netbanking,0,0.0,0.0,occasional_refunder
TXN_0023208,CUST_07036,2026-01-01 16:20:00,896.86,upi,0,0.0,0.0,normal
TXN_0023314,CUST_04478,2026-01-01 16:25:00,620.61,wallet,1,592.11,115.34,normal
TXN_0024583,CUST_07638,2026-01-01 16:29:00,330.8,card,0,0.0,0.0,normal
TXN_0021078,CUST_07529,2026-01-01 16:29:00,4212.58,upi,0,0.0,0.0,normal
TXN_0042418,CUST_09458,2026-01-01 16:31:00,486.71,upi,1,427.86,37.09,occasional_refunder
TXN_0024213,CUST_09345,2026-01-01 16:39:00,5826.95,upi,0,0.0,0.0,normal
TXN_0014506,CUST_08985,2026-01-01 16:43:00,746.85,card,0,0.0,0.0,normal
TXN_0028894,CUST_00667,2026-01-01 16:49:00,22422.67,netbanking,0,0.0,0.0,normal
TXN_0033906,CUST_04372,2026-01-01 16:50:00,1555.07,upi,0,0.0,0.0,normal
TXN_0045408,CUST_04476,2026-01-01 16:55:00,3884.25,upi,0,0.0,0.0,normal
TXN_0043617,CUST_04969,2026-01-01 16:57:00,2686.11,netbanking,1,1498.79,53.96,suspicious
TXN_0040141,CUST_04603,2026-01-01 16:59:00,182.29,netbanking,0,0.0,0.0,occasional_refunder
TXN_0028570,CUST_08173,2026-01-01 17:04:00,476.68,upi,0,0.0,0.0,normal
TXN_0016845,CUST_09989,2026-01-01 17:15:00,138.26,upi,0,0.0,0.0,normal
TXN_0015178,CUST_05137,2026-01-01 17:18:00,1416.47,card,0,0.0,0.0,normal
TXN_0021077,CUST_06749,2026-01-01 17:18:00,2176.81,wallet,1,1737.64,30.56,aggressive_abuser
TXN_0035345,CUST_01184,2026-01-01 17:19:00,9855.57,card,1,5878.38,116.57,suspicious
TXN_0010878,CUST_00295,2026-01-01 17:19:00,234.86,netbanking,0,0.0,0.0,normal
TXN_0049226,CUST_00376,2026-01-01 17:20:00,1020.77,upi,0,0.0,0.0,normal
TXN_0035972,CUST_05812,2026-01-01 17:21:00,2106.27,card,0,0.0,0.0,aggressive_abuser
TXN_0044038,CUST_03012,2026-01-01 17:24:00,2068.92,card,0,0.0,0.0,normal
TXN_0038502,CUST_08437,2026-01-01 17:31:00,2444.93,upi,0,0.0,0.0,normal
TXN_0034309,CUST_01033,2026-01-01 17:33:00,16004.66,card,0,0.0,0.0,normal
TXN_0004177,CUST_05125,2026-01-01 17:42:00,1669.35,netbanking,0,0.0,0.0,occasional_refunder
TXN_0048085,CUST_02202,2026-01-01 17:50:00,9908.7,card,0,0.0,0.0,normal
TXN_0004767,CUST_03438,2026-01-01 17:57:00,2871.96,upi,0,0.0,0.0,normal
TXN_0025507,CUST_08772,2026-01-01 18:08:00,1082.26,upi,0,0.0,0.0,normal
TXN_0043683,CUST_00751,2026-01-01 18:10:00,10243.12,upi,0,0.0,0.0,normal
TXN_0039598,CUST_09025,2026-01-01 18:10:00,2461.27,card,1,1775.47,181.66,normal
TXN_0028312,CUST_01269,2026-01-01 18:25:00,3801.98,upi,0,0.0,0.0,normal
TXN_0014347,CUST_07315,2026-01-01 18:27:00,478.99,card,0,0.0,0.0,normal
TXN_0030726,CUST_01398,2026-01-01 18:32:00,208.85,wallet,0,0.0,0.0,normal
TXN_0000983,CUST_00498,2026-01-01 18:32:00,2092.07,card,0,0.0,0.0,normal
TXN_0043457,CUST_08224,2026-01-01 18:41:00,492.85,upi,0,0.0,0.0,occasional_refunder
TXN_0007751,CUST_03180,2026-01-01 18:58:00,4885.57,upi,0,0.0,0.0,normal
TXN_0019290,CUST_09363,2026-01-01 18:58:00,5414.51,card,0,0.0,0.0,normal
TXN_0012176,CUST_02281,2026-01-01 19:01:00,310.3,netbanking,0,0.0,0.0,normal
TXN_0027840,CUST_02310,2026-01-01 19:14:00,1639.03,card,0,0.0,0.0,normal
TXN_0038790,CUST_06832,2026-01-01 19:19:00,147.06,upi,0,0.0,0.0,normal
TXN_0026321,CUST_01085,2026-01-01 19:22:00,1078.29,card,0,0.0,0.0,suspicious
TXN_0029117,CUST_06612,2026-01-01 19:31:00,766.18,card,1,605.25,29.73,normal
TXN_0001033,CUST_03204,2026-01-01 19:37:00,2063.09,card,1,1559.01,75.36,occasional_refunder
TXN_0027278,CUST_05268,2026-01-01 19:45:00,566.84,upi,0,0.0,0.0,normal
TXN_0026212,CUST_00621,2026-01-01 20:03:00,1323.51,upi,0,0.0,0.0,normal
TXN_0038104,CUST_02854,2026-01-01 20:06:00,1916.37,card,0,0.0,0.0,occasional_refunder
TXN_0023340,CUST_06161,2026-01-01 20:06:00,2294.2,card,0,0.0,0.0,normal
TXN_0005965,CUST_02692,2026-01-01 20:07:00,4750.73,card,0,0.0,0.0,normal
TXN_0028455,CUST_06067,2026-01-01 20:16:00,1047.94,upi,0,0.0,0.0,normal
TXN_0006952,CUST_07437,2026-01-01 20:22:00,2304.3,netbanking,0,0.0,0.0,normal
TXN_0002883,CUST_02605,2026-01-01 20:28:00,276.1,card,0,0.0,0.0,normal
TXN_0027317,CUST_08062,2026-01-01 20:30:00,989.37,card,0,0.0,0.0,normal
TXN_0019862,CUST_02146,2026-01-01 20:36:00,450.88,upi,0,0.0,0.0,normal
TXN_0014725,CUST_08991,2026-01-01 20:39:00,10478.77,netbanking,0,0.0,0.0,normal
TXN_0040021,CUST_06385,2026-01-01 20:48:00,1253.89,upi,0,0.0,0.0,normal
TXN_0009285,CUST_02635,2026-01-01 20:55:00,3469.3,card,0,0.0,0.0,normal
TXN_0019301,CUST_07606,2026-01-01 21:07:00,1094.22,upi,0,0.0,0.0,normal
TXN_0028456,CUST_07984,2026-01-01 21:09:00,33928.46,upi,0,0.0,0.0,normal
TXN_0047090,CUST_06490,2026-01-01 21:11:00,489.96,netbanking,0,0.0,0.0,normal
TXN_0024344,CUST_05120,2026-01-01 21:13:00,5847.88,card,0,0.0,0.0,normal
TXN_0015324,CUST_05508,2026-01-01 21:24:00,383.38,upi,0,0.0,0.0,normal
TXN_0047152,CUST_02127,2026-01-01 21:28:00,9982.36,card,0,0.0,0.0,normal
TXN_0045672,CUST_00555,2026-01-01 21:29:00,5118.58,netbanking,0,0.0,0.0,occasional_refunder
TXN_0042243,CUST_04297,2026-01-01 21:33:00,18212.2,card,0,0.0,0.0,normal
TXN_0034794,CUST_02268,2026-01-01 21:36:00,905.57,netbanking,0,0.0,0.0,normal
TXN_0041706,CUST_00074,2026-01-01 21:46:00,2579.44,netbanking,0,0.0,0.0,normal
TXN_0037779,CUST_09289,2026-01-01 21:47:00,236.05,card,0,0.0,0.0,normal
TXN_0041360,CUST_03296,2026-01-01 21:50:00,395.73,upi,0,0.0,0.0,normal
TXN_0029686,CUST_04077,2026-01-01 21:56:00,202.99,netbanking,0,0.0,0.0,normal
